"","year","state","state.1","poptotal","evangelical_pop","nonwhite","gini_coef","total_expenditure","total_revenue","gsppcap","incomepcap","unemployment","povrate","earned_income_taxcredit","x_sales_taxes","x_tax_burden","x_top_corporateincometaxrate","hou_chamber","sen_chamber","h_diffs","s_diffs","pctfemaleleg","efna_index","vepvotingrate","overall_fin_reg","union_density","innovatescore_boehmkeskinner","citi6013","anti_environment","anti_welfare","anti_race","mathscore4th","readscore4th","sqli","genderrights_state_eras","solaw","w_environment_solar_taxcredit","drugs_medical_marijuana","labor_minwage_abovefed","labor_right_to_work","i_rps"
"1157",1988,"ND","North Dakota",655331,12.2,0.054311451,0.56200421,1596834,1646042,18347,12653,4.8,11.6,0,5.5,0.102,10.5,NA,NA,NA,NA,12.6,5.8,0.64,NA,11.69999981,0.000523,68.90089,0.116726302,0.569016256,0.271504667,NA,NA,NA,0,0,0,NA,0,1,"0"
"1158",1989,"ND","North Dakota",646351,12.2,0.055984519,0.58242953,1724609,1757031,19700,14371,4.3,12.2,0,5.5,0.1,10.5,NA,NA,NA,NA,15.1,6.1,NA,NA,11.5,0.027009,60.08656,0.023228224,0.456592719,0.219733124,NA,NA,NA,0,0,0,NA,1,1,"0"
"1159",1990,"ND","North Dakota",638800,12.2,0.058323942,0.56077176,1754920,1819069,20639,15866,3.9,13.7,0,5,0.094,10.5,NA,NA,NA,NA,15.1,6.2,0.51,NA,12.30000019,0.027009,55.01704,0.045802206,0.394345684,0.177079243,NA,NA,NA,0,0,0,NA,0,1,"0"
"1160",1991,"ND","North Dakota",634199,12.2,0.060042586,0.56707436,1792841,1966441,20634,16167,4.1,14.5,0,5,0.096,10.5,NA,NA,NA,NA,14.5,6.1,NA,NA,9.800000191,0.047986,59.34554,0.051651541,0.518720688,0.210305669,NA,NA,NA,0,0,0,NA,0,1,"0"
"1161",1992,"ND","North Dakota",635427,12.2,0.061160631,0.55921793,2000615,2010008,22211,17639,4.9,12.1,0,5,0.093,10.5,NA,NA,NA,NA,14.5,6.2,0.67,4,9.699999809,0.047986,65.40465,0.085522942,0.561282275,0.253968873,228.663,225.516,22,0,0,0,NA,0,1,"0"
"1162",1993,"ND","North Dakota",637229,12.2,0.062204082,0.54360163,2119789,2247583,21813,17696,4.3,11.2,0,5,0.097,10.5,NA,NA,NA,NA,16.3,6.4,NA,NA,9.399999619,0.049518,58.59839,0.11939434,0.603843863,0.297632076,NA,NA,24,0,0,0,NA,0,1,"0"
"1163",1994,"ND","North Dakota",639762,12.2,0.063690625,0.54540473,2083430,2288977,23333,19156,3.9,10.4,0,5,0.097,10.5,NA,NA,NA,NA,15.6,6.7,0.5,4,9.600000381,0.049518,53.14537,0.080272444,0.622771266,0.284278401,NA,225.239,18,0,0,0,NA,0,1,"0"
"1164",1995,"ND","North Dakota",641548,11.2,0.065792836,0.55287707,2212660,2448480,23657,19004,NA,12,0,5,0.099,10.5,NA,NA,NA,NA,15,6.6,NA,NA,10.39999962,0.01324,59.47676,0.106094807,0.599948561,0.269039154,NA,NA,27,0,0,0,NA,0,1,"0"
"1165",1996,"ND","North Dakota",642858,11.2,0.067702956,0.57731771,2063612,2568635,25382,21279,3.1,11,0,5,0.095,10.5,NA,NA,NA,NA,15,6.9,0.56,4,9.399999619,0.01324,54.85905,0.131917179,0.577125856,0.253799907,230.904,NA,17,0,0,0,0,0,1,"0"
"1166",1997,"ND","North Dakota",640945,11.2,0.069121681,0.55561763,2425660,2817603,29765,20854,2.5,13.6,0,5,0.095,10.5,0.621,0.72,1.047,1.213,16.3,6.5,NA,NA,8.899999619,0.049173,52.08413,0.115895048,0.525083751,0.260328514,NA,NA,29,0,0,0,0,0,1,"0"
"1167",1998,"ND","North Dakota",637808,11.2,0.071274295,0.56706363,2526823,3128460,31587,23177,3.2,15.1,0,5,0.093,10.5,0.621,0.72,1.047,1.213,16.3,6.8,0.45,4,9.399999619,0.049173,59.6788,0.099872917,0.473041647,0.266857122,NA,NA,30,0,0,0,0,0,1,"0"
"1168",1999,"ND","North Dakota",633666,11.2,0.073146686,0.55406141,2674523,2935592,31732,23502,3.4,13.1,0,5,0.09,10.5,0.556,0.72,1.036,1.18,17.7,6.7,NA,NA,9.5,0.071529,62.1241,0.091565073,0.482458176,0.258250499,NA,NA,30,0,0,0,0,0,1,"0"
"1169",2000,"ND","North Dakota",641183,11.2,0.074057631,0.55314672,2855663,3295400,33087,25592,3,10.4,0,5,0.09,10.5,0.556,0.72,1.036,1.18,17.7,7,0.6,4,6.599999905,0.071529,55.91212,0.083257221,0.491874704,0.249643875,229.816,NA,26,0,0,0,0,0,1,"0"
"1170",2001,"ND","North Dakota",636211,11.2,0.074935533,0.5524258,2897950,3373244,33707,26574,2.8,13.8,0,5,0.088,10.5,0.587,0.718,1.052,1.105,17,7.4,NA,NA,7.400000095,0.001252,61.36425,0.088404499,0.432873136,0.208716292,NA,NA,29,0,0,2,0,0,1,"0"
"1171",2002,"ND","North Dakota",633521,11.2,0.078383282,0.55486262,3020393,3016825,35455,27161,4,11.6,0,5,0.089,10.5,0.587,0.718,1.052,1.105,17,7.1,0.49,6,8.300000191,0.001252,60.75075,0.093551777,0.373871567,0.167788709,NA,223.592,25,0,0,2,0,0,1,"0"
"1172",2003,"ND","North Dakota",632689,11.2,0.080309637,0.57302564,3121369,3359107,37456,29468,4,9.7,0,5,0.089,10.5,0.615,0.714,1.044,1.092,15.6,7.4,NA,NA,7.5,0.000976,54.7526,0.098011896,0.399265519,0.196905712,237.577,221.642,17,0,0,2,0,0,1,"0"
"1173",2004,"ND","North Dakota",636196,11.2,0.082114778,0.59171164,3254983,5233626,37245,29925,3.4,9.7,0,5,0.086,7,0.615,0.714,1.044,1.092,16.3,7.1,0.65,6,7.800000191,0.000976,63.32747,0.102472007,0.424659471,0.226022715,NA,NA,18,0,0,2,0,0,1,"0"
"1174",2005,"ND","North Dakota",635222,12.7,0.084206298,0.60706723,3490904,3877194,38186,31795,3.4,11.2,0,5,0.083,7,0.613,0.714,1.045,1.086,16.3,7.1,NA,NA,7.5,0.100956,65.04592,0.09425503,0.404696803,0.237629844,242.737,224.811,27,0,0,2,0,0,1,"0"
"1175",2006,"ND","North Dakota",636453,12.7,0.086058177,0.60556251,3633349,4369763,38889,32914,3.2,11.4,0,5,0.089,7,0.613,0.714,1.045,1.086,16.3,7.2,0.45,6,7,0.100956,66.41216,0.086038046,0.384734136,0.249236973,NA,NA,26,0,0,2,0,0,1,"0"
"1176",2007,"ND","North Dakota",637904,12.7,0.100519761,0.60234255,3777535,4786348,40491,36208,3.1,9.3,0,5,0.092,6.4,0.564,0.673,1.043,1.099,17.7,7.3,NA,NA,6.599999905,0.00173,62.78972,0.124500275,0.436557883,0.199406788,245.416,226.325,18,0,0,2,0,0,1,"0"
"1177",2008,"ND","North Dakota",641481,12.7,0.103923574,0.59217995,4125958,4921091,43513,40903,3.2,11.8,0,5,0.086,6.4,0.564,0.673,1.043,1.099,17,7.2,0.63,6,6.199999809,0.00173,67.26058,0.162962511,0.48838163,0.149576602,NA,NA,13,0,0,2,0,0,1,"0"
"1178",2009,"ND","North Dakota",664968,12.7,0.108752653,0.582681,4486613,4372683,43894,39644,4.1,10.9,0,4.5,0.094,6.4,NA,NA,NA,NA,16.3,6.9,NA,NA,6.800000191,0,52.32762,0.145910859,0.446964179,0.193055415,245.19,225.967,9,0,0,2,0,0,1,"0"
"1179",2010,"ND","North Dakota",674715,12.7,0.073765844,0.5739035,5134130,6118449,46336,42764,3.8,12.2,0,5,0.089,6.4,NA,NA,NA,NA,16.3,7.1,0.46,6,7.400000095,0,46.43055,0.128859222,0.405546727,0.236534228,NA,NA,9,0,0,2,0,0,1,"0"
"1180",2011,"ND","North Dakota",685225,12.7,0.099470556,0.58760262,5515725,7805674,NA,47966,3.5,9.9,0,5,NA,5.2,0.603,0.748,1.067,1.096,14.9,7.1,NA,NA,6.300000191,NA,41.18179,0.127240449,0.431812796,0.278700855,245.156,225.578,6,0,0,2,0,0,1,"0"
"1181",2012,"ND","North Dakota",699628,12.7,NA,0.61614126,6315436,7772601,NA,55338,3.1,11.4,0,5,NA,5.2,0.603,0.748,1.067,1.096,15.6,7.6,0.6,6,NA,NA,48.44967,0.125621691,0.458078865,0.320867483,NA,NA,3,0,0,2,0,0,1,"0"
"1182",2013,"ND","North Dakota",723393,12.7,NA,0.59012854,6409653,8851106,NA,53738,2.9,9.9,0,5,NA,4.53,0.63,0.727,1.16,1.085,17,7.3,NA,NA,NA,NA,44.70047,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,1,"0"
"1183",2014,"ND","North Dakota",739482,NA,NA,NA,7540916,9966662,NA,56212,2.7,9.7,0,5,NA,4.53,0.63,0.727,1.16,1.085,17.7,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,NA,1,"0"
"1184",2015,"ND","North Dakota",756928,NA,NA,NA,8250765,9883423,NA,53657,2.8,10.7,NA,NA,NA,NA,0.624,0.703,1.154,1.05,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1185",2016,"ND","North Dakota",757953,NA,NA,NA,8206370,7324343,NA,51717,3.2,11.1,NA,NA,NA,NA,0.624,0.703,1.154,1.05,19.1,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1186",2017,"ND","North Dakota",755393,NA,NA,NA,7802590,7767309,NA,52610,2.6,11.3,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1187",2018,"ND","North Dakota",758080,NA,NA,NA,7216315,8880057,NA,55643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1188",2019,"ND","North Dakota",762062,NA,NA,NA,NA,NA,NA,57108,NA,NA,NA,5,NA,4.31,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1189",2020,"ND","North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1190",1980,"NE","Nebraska",1569825,13.6,0.049826115,0.50623769,1392220,1505993,NA,9155,4,13,NA,3,0.099,4.68,NA,NA,NA,NA,NA,NA,0.58,NA,17,0.000563,30.23878,0.18899934,0.634235201,0.30582819,NA,NA,NA,1,0,0,NA,0,1,"0"
"1191",1981,"NE","Nebraska",1578515,13.6,0.060855605,0.51506138,1558475,1582529,NA,10579,4.1,14,NA,3,0.092,4.13,NA,NA,NA,NA,10.2,6.4,NA,NA,21,0.012686,18.98172,0.155952141,0.592567062,0.299867919,NA,NA,NA,1,0,0,NA,0,1,"0"
"1192",1982,"NE","Nebraska",1581780,13.6,0.061941847,0.53948516,1646185,1658315,NA,11361,6.1,13.6,NA,3.5,0.091,4.13,NA,NA,NA,NA,NA,6.6,0.49,NA,17.5,0.012686,25.08175,0.122904934,0.550898924,0.293907649,NA,NA,NA,1,0,0,NA,0,1,"0"
"1193",1983,"NE","Nebraska",1584293,13.6,0.062898993,0.55613905,1806700,1880771,NA,11749,5.7,15.2,NA,3.5,0.097,7,NA,NA,NA,NA,12.2,6.5,NA,NA,14,0.012496,19.57823,0.096639194,0.504592507,0.244426652,NA,NA,NA,1,0,0,NA,0,1,"0"
"1194",1984,"NE","Nebraska",1588639,13.6,0.064758338,0.55970341,1883585,2047038,NA,13040,4.4,13.3,NA,4,0.098,7,NA,NA,NA,NA,12.2,6.7,0.58,NA,14,0.012496,23.86031,0.054992944,0.403560797,0.225575045,NA,NA,NA,1,0,0,NA,0,1,"0"
"1195",1985,"NE","Nebraska",1584664,16.9,0.066367194,0.55345815,2136580,2143559,NA,13756,5.5,14.8,NA,3.5,0.093,6.65,NA,NA,NA,NA,16.3,6.7,NA,NA,13.10000038,0.036029,20.48458,0.109811738,0.4908886,0.303168755,NA,NA,NA,1,0,0,NA,0,1,"0"
"1196",1986,"NE","Nebraska",1574333,16.9,0.067553364,0.54336345,2205044,2334278,NA,14232,5,13.6,NA,3.5,0.095,6.65,NA,NA,NA,NA,16.3,6.8,0.5,NA,11.60000038,0.036029,20.71244,0.071614951,0.414155414,0.216583662,NA,NA,NA,1,0,0,NA,0,1,"0"
"1197",1987,"NE","Nebraska",1566547,16.9,0.069592215,0.54317605,2282431,2474930,21928,14947,4.9,11.9,NA,4,0.096,6.65,NA,NA,NA,NA,18.4,7,NA,NA,11.5,0.013935,37.73206,0.080933772,0.52642812,0.220340721,NA,NA,NA,1,0,0,NA,0,1,"0"
"1198",1988,"NE","Nebraska",1571477,16.9,0.070824951,0.55321825,2347129,2623731,23102,15915,3.6,10.3,0,4,0.097,6.65,NA,NA,NA,NA,18.4,7.1,0.59,NA,12,0.013935,38.9442,0.072481625,0.470791587,0.267866624,NA,NA,NA,1,0,0,NA,0,1,"0"
"1199",1989,"NE","Nebraska",1574864,16.9,0.073095873,0.57143772,2558657,2863543,23741,16790,3.1,12.8,0,4,0.096,6.65,NA,NA,NA,NA,18.4,7.1,NA,NA,12.30000019,0.05129,43.85408,0.03192376,0.449670461,0.235613099,NA,NA,NA,1,0,0,NA,0,1,"0"
"1200",1990,"NE","Nebraska",1578417,16.9,0.074252851,0.56573153,2884730,3074319,24665,17948,2.2,10.3,0,4,0.096,6.65,NA,NA,NA,NA,20.4,7.2,0.53,NA,11.30000019,0.05129,35.16379,0.056469206,0.434991502,0.193471791,NA,NA,NA,1,0,0,NA,0,1,"0"
"1201",1991,"NE","Nebraska",1590805,16.9,0.077082969,0.56949192,3266203,3435806,25220,18523,2.7,9.5,0,5,0.099,7.81,NA,NA,NA,NA,18.4,6.9,NA,NA,11,0.037625,38.89757,0.054926034,0.438090631,0.211016239,NA,NA,NA,1,0,0,NA,0,1,"0"
"1202",1992,"NE","Nebraska",1602406,16.9,0.079931334,0.56580865,3623768,3752607,26210,19403,3,10.6,0,5,0.099,7.81,NA,NA,NA,NA,18.4,6.9,0.64,5,11,0.037625,53.49154,0.084784925,0.509622045,0.226886158,225.333,221.177,4,1,0,0,NA,0,1,"0"
"1203",1993,"NE","Nebraska",1612149,16.9,0.083597392,0.55336481,3822975,3890233,26073,19836,2.6,10.3,0,5,0.101,7.81,NA,NA,NA,NA,20.4,6.9,NA,NA,11.10000038,0.104075,34.2372,0.114643812,0.581153459,0.242756078,NA,NA,3,1,0,0,NA,0,1,"0"
"1204",1994,"NE","Nebraska",1621551,16.9,0.087347716,0.55642974,3990927,4371734,27947,21024,2.9,8.8,0,5,0.102,7.81,NA,NA,NA,NA,22.4,7,0.5,9,11,0.104075,36.63488,0.095774256,0.635012813,0.292554915,NA,220.035,3,1,0,0,NA,0,1,"0"
"1205",1995,"NE","Nebraska",1635142,15.5,0.091148011,0.55983633,4250378,4614629,28096,22008,NA,9.6,0,5,0.1,7.81,NA,NA,NA,NA,24.5,7.1,NA,NA,9.399999619,0.015192,32.90828,0.112647116,0.627162046,0.279523826,NA,NA,5,1,0,0,NA,0,1,"0"
"1206",1996,"NE","Nebraska",1647657,15.5,0.09531796,0.58001643,4489725,4998908,29441,23853,2.9,10.2,0,5,0.097,7.81,NA,0.24,NA,0.409,24.5,7.2,0.57,9,8.800000191,0.015192,39.5006,0.129519969,0.619311279,0.266492737,227.544,NA,6,1,0,0,0,0,1,"0"
"1207",1997,"NE","Nebraska",1656042,15.5,0.098599635,0.56467193,4801745,5537331,35728,24359,2.6,9.8,0,5,0.099,7.81,NA,0.308,NA,0.476,26.5,7.1,NA,NA,9.600000381,0.076161,28.82003,0.113533914,0.549734505,0.252353344,NA,NA,7,1,0,0,0,0,1,"0"
"1208",1998,"NE","Nebraska",1660772,15.5,0.101882599,0.57767129,4753513,5635696,35761,25859,2.7,12.3,0,5,0.095,7.81,NA,0.316,NA,0.481,26.5,7.2,0.46,9,10.60000038,0.076161,32.67738,0.097547859,0.480157731,0.238213952,NA,NA,9,1,0,0,0,0,1,"0"
"1209",1999,"NE","Nebraska",1666028,15.5,0.105522811,0.57402503,5183613,5575535,36522,27017,2.9,11,0,5,0.092,7.81,NA,0.333,NA,0.491,24.5,7.4,NA,NA,8.899999619,0.075672,33.67308,0.093755275,0.470371434,0.236107901,NA,NA,14,1,0,0,0,0,1,"0"
"1210",2000,"NE","Nebraska",1713194,15.5,0.116467565,0.58252788,5772418,6184982,38017,28590,3,8.6,0,5,0.093,7.81,NA,0.315,NA,0.517,24.5,7.4,0.57,9,8.600000381,0.075672,25.46921,0.089962691,0.460585138,0.234001849,225.057,NA,11,1,0,0,0,0,1,"0"
"1211",2001,"NE","Nebraska",1717705,15.5,0.122208379,0.56626642,6111217,5943922,38327,29849,3.1,9.4,0,5,0.094,7.81,NA,0.377,NA,0.603,18.4,7.5,NA,NA,8.100000381,0.063781,32.98388,0.089914635,0.434593876,0.239660407,NA,NA,11,1,0,0,0,0,1,"0"
"1212",2002,"NE","Nebraska",1724236,15.5,0.126068443,0.5703969,6536970,6001930,38450,30231,3.6,10.6,0,5,0.096,7.81,NA,0.377,NA,0.565,20.4,7.3,0.4,9,8.199999809,0.063781,25.28275,0.089866579,0.408602613,0.245318964,NA,221.565,14,1,0,0,0,0,1,"0"
"1213",2003,"NE","Nebraska",1732873,15.5,0.130173683,0.58047187,6823849,7285210,40308,32009,4,9.8,1,5,0.101,7.81,NA,0.389,NA,0.609,18.4,7.5,NA,NA,8,0.032933,27.1869,0.090654731,0.423539598,0.225174423,236.254,220.612,12,1,0,0,0,0,1,"0"
"1214",2004,"NE","Nebraska",1741450,15.5,0.133062601,0.58924532,6974335,8348696,40623,33100,3.8,9.4,1,5.5,0.099,7.81,NA,0.389,NA,0.705,18.4,7.3,0.63,9,8.5,0.032933,33.38407,0.09144289,0.438476583,0.205029883,NA,NA,11,1,0,0,0,0,1,"0"
"1215",2005,"NE","Nebraska",1751069,17.1,0.136125639,0.60091585,7239796,8739537,41161,34098,3.8,9.5,1,5.5,0.099,7.81,NA,0.361,NA,0.634,24.5,7.3,NA,NA,8.399999619,0.043979,31.56784,0.086391479,0.425210502,0.213954485,237.706,221.377,6,1,0,0,0,0,1,"0"
"1216",2006,"NE","Nebraska",1759779,17.1,0.139167607,0.6052959,7708701,9109719,42006,35432,3.1,10.2,1,5.5,0.1,7.81,NA,0.361,NA,0.634,24.5,7.3,0.48,9,8.100000381,0.043979,23.51731,0.081340067,0.411944422,0.222879087,NA,NA,4,1,0,0,0,0,1,"0"
"1217",2007,"NE","Nebraska",1769473,17.1,0.154511154,0.60422122,7834564,9792790,43209,37887,3,9.9,1,5.5,0.099,7.81,NA,0.361,NA,0.726,18.4,7.3,NA,NA,7.900000095,0.124242,45.80254,0.103925988,0.428622568,0.189381567,238.041,222.903,6,1,0,2,0,0,1,"0"
"1218",2008,"NE","Nebraska",1783432,17.1,0.158789903,0.59720856,8460595,8384577,43241,40391,3.3,10.6,1,5.5,0.096,7.81,NA,0.381,NA,0.728,18.4,7.3,0.63,9,8.5,0.124242,48.30277,0.126511902,0.445300714,0.155884048,NA,NA,7,1,0,2,0,0,1,"0"
"1219",2009,"NE","Nebraska",1812683,17.1,0.165470809,0.58884543,9110165,7252466,43129,38657,4.6,9.9,1,5.5,0.098,7.81,NA,0.536,NA,1.126,20.4,7.1,NA,NA,9.199999809,0.85567,35.16809,0.134763151,0.446043315,0.190049066,238.748,222.523,7,1,0,2,0,0,1,"0"
"1220",2010,"NE","Nebraska",1829542,17.1,0.130276591,0.5845421,9584493,10062763,43528,39674,4.6,10.2,1,5.5,0.097,7.81,NA,0.527,NA,1.06,20.4,7,0.37,9,9.300000191,0.85567,19.25611,0.143014386,0.446785916,0.224214084,NA,NA,7,1,0,2,0,0,1,"0"
"1221",2011,"NE","Nebraska",1840672,17.1,0.174885198,0.57982641,9357103,11561118,NA,45420,4.4,10.2,1,5.5,NA,7.81,NA,0.559,NA,1.172,22.4,7.2,NA,NA,7.900000095,NA,26.21365,0.136115223,0.454994678,0.220081178,239.803,223.312,2,1,0,2,0,0,1,"0"
"1222",2012,"NE","Nebraska",1855525,17.1,NA,0.60201102,9525518,9814709,NA,46552,4,12.2,1,5.5,NA,7.81,NA,0.547,NA,1.152,22.4,7.4,0.6,5,NA,NA,37.97828,0.129216045,0.46320344,0.215948273,NA,NA,2,1,0,2,0,0,1,"0"
"1223",2013,"NE","Nebraska",1868516,17.1,NA,0.58258343,9880837,11484492,NA,46582,3.8,11,1,5.5,NA,7.81,NA,0.536,NA,1.088,20.4,7.4,NA,NA,NA,NA,34.54568,NA,NA,NA,NA,NA,NA,1,0,2,0,NA,1,"0"
"1224",2014,"NE","Nebraska",1881503,NA,NA,NA,10121365,12122749,NA,48937,3.3,11.8,1,5.5,NA,7.81,NA,0.536,NA,1.088,20.4,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,0,NA,1,"0"
"1225",2015,"NE","Nebraska",1896190,NA,NA,NA,10850904,11361675,NA,50704,3,10.3,NA,NA,NA,NA,NA,0.619,NA,1.301,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1226",2016,"NE","Nebraska",1907116,NA,NA,NA,11026935,10881575,NA,49593,3.2,9.6,NA,NA,NA,NA,NA,0.619,NA,1.301,22.4,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1227",2017,"NE","Nebraska",1920076,NA,NA,NA,10611367,12202316,NA,50617,2.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1228",2018,"NE","Nebraska",1925614,NA,NA,NA,11123879,12347190,NA,52893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1229",2019,"NE","Nebraska",1934408,NA,NA,NA,NA,NA,NA,54567,NA,NA,NA,5.5,NA,7.81,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1230",2020,"NE","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1231",1980,"NH","New Hampshire",920610,2.3,0.009625407,0.45333752,889449,893833,NA,9816,4.7,7,NA,0,0.077,8,NA,NA,NA,NA,NA,NA,0.58,NA,16.20000076,0.000388,37.69109,0.17849651,0.643472081,0.296534815,NA,NA,NA,1,0,1,NA,0,0,"0"
"1232",1981,"NH","New Hampshire",936621,2.3,0.017387407,0.46183863,951942,943947,NA,10985,5,7.6,NA,0,0.075,8,NA,NA,NA,NA,29.2,7.5,NA,NA,19.39999962,0.027107,45.76447,0.154649138,0.596254498,0.282202084,NA,NA,NA,1,0,1,NA,0,0,"0"
"1233",1982,"NH","New Hampshire",947719,2.3,0.01839979,0.46441078,1005092,1051492,NA,11979,7.4,10.3,NA,0,0.077,8,NA,NA,NA,NA,NA,7.6,0.41,NA,15.5,0.027107,47.54877,0.130801782,0.549036916,0.267869353,NA,NA,NA,1,0,1,NA,0,0,"0"
"1234",1983,"NH","New Hampshire",958134,2.3,0.019082464,0.46564755,1109030,1167024,NA,13015,5.4,8.1,NA,0,0.077,8,NA,NA,NA,NA,28.5,7.7,NA,NA,11.5,0.026845,36.65374,0.088142261,0.528994524,0.190890298,NA,NA,NA,1,0,1,NA,0,0,"0"
"1235",1984,"NH","New Hampshire",976864,2.3,0.020433981,0.46665195,1128193,1275847,NA,14455,4.3,7.1,NA,0,0.078,8,NA,NA,NA,NA,28.5,8.1,0.54,NA,10.39999962,0.026845,31.70233,0.058332134,0.429293742,0.177497187,NA,NA,NA,1,0,1,NA,0,0,"0"
"1236",1985,"NH","New Hampshire",996753,2.5999999,0.02165998,0.47431794,1194676,1382376,NA,15663,3.9,6,NA,0,0.076,8.25,NA,NA,NA,NA,33,8.3,NA,NA,10.80000019,0.040436,34.85825,0.09591759,0.503233248,0.311867373,NA,NA,NA,1,0,1,NA,0,0,"0"
"1237",1986,"NH","New Hampshire",1025053,2.5999999,0.022410732,0.48732105,1348160,1547740,NA,16819,2.8,3.7,NA,0,0.076,8.25,NA,NA,NA,NA,33,8.4,0.33,NA,11.10000038,0.040436,32.37646,0.055133987,0.388700342,0.196136854,NA,NA,NA,1,0,1,NA,0,0,"0"
"1238",1987,"NH","New Hampshire",1054289,2.5999999,0.023242883,0.50549883,1483600,1699953,25296,18088,2.5,4.8,NA,0,0.077,8,NA,NA,NA,NA,32.6,8.4,NA,NA,10,0.000847,41.24376,0.074167185,0.559253909,0.164585991,NA,NA,NA,1,0,1,NA,1,0,"0"
"1239",1988,"NH","New Hampshire",1082577,2.5999999,0.024914127,0.52643633,1609878,1770787,26159,19361,2.4,6.7,0,0,0.075,8,NA,NA,NA,NA,32.6,8.4,0.56,NA,10.30000019,0.000847,42.33241,0.049170166,0.523834924,0.236474598,NA,NA,NA,1,0,1,NA,1,0,"0"
"1240",1989,"NH","New Hampshire",1104522,2.5999999,0.026058823,0.55138338,1850925,1840110,25602,20235,3.5,7.7,0,0,0.076,8,NA,NA,NA,NA,32.1,8.3,NA,NA,11.60000038,0.025986,42.84237,0.044827841,0.423839082,0.17578818,NA,NA,NA,1,0,1,NA,1,0,"0"
"1241",1990,"NH","New Hampshire",1109252,2.5999999,0.026228134,0.5428983,1971692,1947578,24505,20236,5.6,6.3,0,0,0.079,8,NA,NA,NA,NA,32.1,8.1,0.36,NA,11.60000038,0.025986,39.74137,0.040426102,0.411931548,0.144969321,NA,NA,NA,1,0,1,NA,0,0,"0"
"1242",1991,"NH","New Hampshire",1107055,2.5999999,0.026200542,0.55133653,2135163,2088359,24696,21056,7.2,7.3,0,0,0.085,8,NA,NA,NA,NA,31.8,7.8,NA,NA,11.69999981,0.024128,37.78872,0.059170704,0.420609093,0.184672008,NA,NA,NA,1,0,1,NA,0,0,"0"
"1243",1992,"NH","New Hampshire",1112766,2.5999999,0.027260557,0.55505323,2871051,2856678,25485,21861,7.5,8.7,0,0,0.094,8,NA,NA,NA,NA,33.3,7.4,0.66,12,9.800000191,0.024128,48.09763,0.085440144,0.492226609,0.193055949,229.665,227.715,3,1,0,1,NA,0,0,"0"
"1244",1993,"NH","New Hampshire",1122191,2.5999999,0.028346702,0.55616379,2897994,2874038,25527,22311,6.6,9.9,0,0,0.094,7.5,NA,NA,NA,NA,33.5,7.4,NA,NA,8.399999619,0.048193,38.83862,0.11170958,0.563844125,0.20143989,NA,NA,4,1,0,1,NA,0,0,"0"
"1245",1994,"NH","New Hampshire",1133054,2.5999999,0.029436011,0.54683542,3178735,3081072,26355,23642,4.4,7.7,0,0,0.088,7,NA,NA,NA,NA,33.3,7.8,0.38,12,10.80000019,0.048193,31.14476,0.097863823,0.646237318,0.254007779,NA,223.466,1,1,0,1,NA,0,0,"0"
